208,249,254,230,258,181,200,210,326,192,
437,236,257,223,303,243,193,213,295,209,
223,246,740,264,283,202,587,273,301,221,
315,237,287,270,272,278,234,279,332,249,
567,234,214,214,330,259,256,1156,316,240,
572,233,309,282,317,315,235,235,310,194,
644,227,322,260,252,296,256,312,401,150,
632,264,211,288,274,305,265,315,402,187,
655,274,306,254,359,331,328,324,329,194,
655,289,216,147,348,346,216,346,345,235,
603,279,247,221,313,343,259,346,398,235,
570,209,232,197,271,334,313,379,345,241,
475,216,231,306,356,372,275,392,323,256,
620,225,225,281,295,371,250,388,320,229,
461,231,228,316,367,353,294,394,270,248,
442,213,303,244,282,387,247,385,347,244,
680,228,252,201,336,409,347,372,407,210,
263,177,312,246,270,349,247,353,345,188,
494,299,328,217,241,340,227,372,342,252,
707,221,297,260,316,309,202,379,317,222,
698,233,234,257,344,346,203,373,323,191,
506,314,253,232,348,355,196,379,325,159,
513,243,294,229,333,331,207,389,313,204,
579,268,247,257,377,362,201,379,398,178,
325,256,188,260,365,268,212,388,420,235,
528,225,356,248,349,321,202,373,276,184,
543,265,197,260,369,402,221,391,320,182,
732,234,247,232,348,371,209,393,391,181,
730,199,362,254,336,364,215,388,316,310,
606,231,262,256,337,358,215,384,342,226,
665,248,287,255,335,399,218,282,391,234,
451,230,209,227,326,368,218,279,388,238,
406,265,256,208,368,365,265,290,376,200,
450,243,235,228,350,368,265,265,395,235,
447,289,303,223,376,421,268,272,357,216,
597,288,263,284,353,346,164,275,304,163,
483,259,232,225,326,386,170,289,379,191,
424,260,278,349,380,377,197,295,307,185,
472,191,381,322,358,390,250,369,351,185,
449,267,279,380,330,402,272,405,420,172,
659,233,269,253,348,371,250,403,379,231,
655,265,235,204,367,396,250,403,329,235,
454,262,259,297,386,369,241,396,373,241,
539,295,247,306,333,371,256,431,357,265,
417,269,271,289,338,352,266,396,332,181,
462,278,387,370,364,393,275,460,373,257,
492,299,266,314,350,424,275,431,357,287,
510,268,215,243,358,443,254,434,364,231,
479,289,194,207,313,284,257,306,360,251,
716,286,226,243,335,424,291,266,310,234,
471,265,253,256,407,380,266,357,307,206,
441,292,241,157,354,343,278,303,316,235,
536,265,241,252,399,371,275,296,316,257,
476,265,260,312,357,346,269,322,354,328,
416,295,306,226,388,308,166,312,269,260,
292,246,269,200,359,356,282,284,347,244,
411,177,288,178,345,372,294,344,388,260,
405,261,272,300,368,362,307,229,382,213,
214,159,269,273,337,359,316,297,369,191,
663,273,278,266,394,340,158,178,387,282,
631,187,293,236,338,374,258,246,378,306,
318,174,216,220,352,278,224,316,425,287,
335,158,288,222,323,455,221,393,328,235,
418,161,178,210,348,346,235,338,388,222,
430,201,290,330,344,468,236,372,378,256,
652,279,266,309,377,455,199,298,413,206,
327,264,285,284,402,490,265,390,334,210,
452,323,284,214,416,381,314,377,400,250,
656,199,275,233,377,412,229,391,410,194,
381,232,162,293,392,408,331,403,425,216,
664,136,210,229,363,424,199,413,400,200,
426,167,272,253,338,461,192,400,422,185,
534,205,288,228,453,461,261,396,419,200,
466,185,302,340,332,333,299,385,438,335,
475,220,309,194,376,380,261,394,209,197,
392,256,322,315,443,458,205,397,399,190,
690,292,297,234,311,390,305,400,425,184,
471,241,303,227,387,377,258,378,403,190,
467,180,319,285,399,396,305,388,415,238,
670,208,304,318,362,421,252,400,444,252,
358,193,313,269,405,465,270,390,444,244,
476,172,310,239,358,353,290,399,490,272,
563,280,300,303,353,393,264,421,363,230,
505,317,300,309,366,458,252,419,478,243,
718,174,309,300,403,458,159,322,490,225,
512,207,290,215,386,375,255,403,475,191,
593,208,312,332,368,374,254,400,396,182,
573,209,312,216,385,496,273,222,478,271,
513,255,216,226,327,346,287,406,484,247,
493,199,312,331,372,406,168,266,396,266,
405,206,316,206,409,403,249,406,478,278,
484,159,316,212,375,437,362,301,384,263,
535,267,216,184,393,402,249,399,408,284,
458,215,268,168,401,456,239,328,391,244,
653,277,235,235,378,446,242,331,394,284,
475,195,312,228,315,465,296,322,484,281,
463,221,331,211,411,447,298,421,500,247,
454,259,310,201,420,437,258,427,475,237,
714,230,299,208,409,443,289,431,387,278,
616,252,328,218,409,408,308,339,393,266,
737,243,310,210,400,411,286,350,412,316,
432,234,254,275,379,496,167,353,399,306,
725,190,270,300,379,524,242,490,459,354,
728,326,253,341,407,499,295,439,452,262,
799,267,225,231,340,517,295,347,487,282,
801,237,225,226,327,459,296,428,415,313,
728,121,288,322,394,446,267,359,459,209,
433,240,304,237,399,418,396,431,466,285,
511,209,232,357,382,486,174,409,381,338,
608,252,338,199,373,456,168,390,397,194,
560,186,222,235,367,396,205,328,383,175,
746,186,319,248,366,372,266,427,440,300,
517,195,285,354,400,494,258,452,399,207,
628,253,244,313,410,384,315,408,412,226,
777,237,222,218,393,440,277,436,344,313,
582,221,249,350,397,381,301,436,397,319,
554,185,228,363,397,340,261,443,350,218,
533,146,312,344,410,365,257,381,387,279,
695,231,319,254,407,452,152,356,277,216,
487,237,315,360,381,440,168,396,415,248,
527,265,321,292,368,443,212,293,415,282,
628,233,269,316,352,440,161,387,409,270,
572,153,269,208,376,405,194,338,237,194,
663,249,228,273,372,459,161,343,347,228,
632,239,268,294,413,436,171,350,351,317,
626,245,225,215,387,400,177,337,393,251,
563,256,235,354,409,453,266,347,381,200,
637,168,203,330,359,421,150,337,400,257,
859,208,387,360,362,431,214,418,350,207,
642,286,259,279,363,443,158,337,340,306,
536,252,266,351,412,481,253,334,381,185,
715,212,246,373,376,468,180,312,387,223,
567,230,331,363,366,341,302,365,355,232,
691,210,219,285,371,477,247,409,334,194,
501,236,190,250,304,431,183,334,456,222,
497,216,260,289,435,437,261,337,399,260,
413,250,325,250,362,447,164,337,449,288,
777,255,263,308,308,437,177,353,396,301,
485,207,260,232,388,447,246,350,262,285,
535,249,309,365,395,493,223,321,381,234,
485,217,315,290,416,447,265,346,396,332,
493,286,312,335,414,447,190,406,343,316,
483,278,234,295,414,393,161,455,340,219,
699,208,279,257,374,509,259,406,366,257,
495,255,250,197,406,247,193,468,253,351,
461,289,304,218,417,456,258,471,415,300,
561,265,234,198,400,393,171,356,447,422,
618,193,259,202,437,291,177,402,343,257,
631,230,287,262,349,456,168,440,425,307,
599,373,271,252,404,437,158,440,456,207,
648,222,238,294,318,406,162,353,453,253,
640,249,256,285,352,272,260,562,358,288,
569,216,249,227,372,386,208,406,368,282,
743,243,226,238,328,399,250,437,418,284,
624,124,347,279,335,506,199,356,447,276,
678,184,315,181,385,403,246,399,400,285,
687,205,222,319,458,449,325,237,453,303,
478,243,225,282,421,368,316,234,488,307,
640,81,169,300,384,381,165,331,391,373,
442,213,285,217,420,441,315,287,340,322,
359,87,307,168,439,441,260,296,456,207,
539,193,282,321,430,447,254,360,350,284,
409,119,325,299,455,465,241,299,429,256,
483,183,369,236,333,433,279,241,425,279,
552,231,278,329,411,462,288,300,406,325,
402,184,238,233,418,457,209,312,456,225,
629,162,269,282,366,555,244,253,406,191,
442,124,263,263,462,471,244,315,425,197,
522,239,308,206,436,478,301,340,391,194,
402,119,265,202,431,418,219,330,412,204,
649,131,246,270,427,459,215,381,406,185,
524,202,218,191,475,418,215,415,415,213,
505,81,251,206,458,303,368,408,449,215,
543,145,276,273,405,478,181,209,323,188,
315,181,284,267,370,434,208,230,432,241,
561,232,305,252,333,435,247,309,281,265,
430,196,189,242,319,360,200,306,384,211,
437,231,232,298,366,487,211,318,421,313,
586,115,224,247,474,503,205,334,409,256,
485,193,243,206,485,497,260,424,403,366,
442,289,315,196,406,503,269,346,365,294,
673,265,386,207,322,447,269,306,362,257,
445,143,167,282,404,500,183,343,415,216,
679,169,287,248,383,504,247,331,434,239,
527,261,265,245,385,491,222,358,443,219,
477,200,303,328,462,463,278,377,477,188,
430,211,288,273,446,484,281,375,400,335,
442,175,294,278,407,475,234,292,345,243,
718,208,213,151,440,488,247,495,363,188,
453,196,279,215,469,474,264,343,285,310,
269,206,219,286,423,465,244,337,313,281,
461,134,287,238,428,481,272,343,366,194,
418,167,265,227,411,469,228,321,329,288,
657,133,250,313,416,406,275,352,413,200,
631,284,207,200,387,281,228,359,351,338,
335,205,243,290,420,397,266,356,372,185,
501,154,158,248,403,450,234,506,343,225,
495,215,190,230,361,450,272,416,381,262,
404,167,249,263,383,432,203,262,447,238,
378,231,224,352,425,415,273,334,351,209,
732,150,284,355,429,358,215,293,391,216,
649,180,294,306,370,459,257,244,373,191,
335,147,265,335,371,393,249,390,351,356,
423,166,278,287,396,434,275,312,354,228,
430,213,297,274,412,455,279,237,389,397,
587,167,180,283,415,420,211,246,410,241,
367,213,394,185,424,374,167,240,391,250,
355,158,306,226,395,466,294,246,425,212,
664,177,234,253,429,388,137,218,472,307,
364,302,205,235,412,509,177,231,334,238,
440,100,275,269,384,312,288,346,397,329,
381,168,297,265,448,453,215,162,236,238,
578,137,205,320,511,272,293,339,287,244,
651,180,227,360,361,427,342,256,262,232,
550,119,207,287,391,438,287,361,315,232,
573,149,297,384,465,378,336,300,362,194,
483,299,147,368,434,475,275,263,290,253,
673,144,278,334,412,325,197,456,466,257,
442,286,195,223,412,500,223,287,378,260,
405,233,300,242,428,462,246,249,246,263,
266,133,231,317,421,469,328,237,334,239,
385,215,271,297,393,421,299,377,459,266,
654,284,265,374,409,506,261,287,432,226,
510,205,378,325,386,456,228,355,271,201,
449,151,247,335,404,328,291,280,478,176,
386,183,221,352,428,425,307,268,284,285,
463,173,199,236,373,321,228,340,251,175,
599,162,276,338,425,430,274,343,228,276,
627,158,394,303,422,265,252,281,252,294,
