102,180,201,200,158,187,128,173,208,148,
112,92,208,199,227,187,156,142,211,211,
87,254,217,181,228,194,140,181,224,166,
99,174,195,171,241,194,150,200,220,220,
109,189,192,208,235,197,153,177,205,261,
96,163,214,178,219,181,165,215,219,264,
90,163,151,227,244,194,166,130,215,223,
99,253,210,1510,225,138,172,186,215,229,
102,210,211,187,219,193,174,186,214,251,
102,189,157,203,251,209,150,223,215,283,
109,242,157,234,234,156,212,171,221,209,
90,236,161,216,200,187,224,145,231,177,
131,221,164,225,241,212,214,126,227,264,
122,172,217,218,232,203,152,158,214,286,
141,266,177,215,228,181,155,230,173,225,
134,197,207,284,247,119,218,240,208,185,
134,261,186,225,259,106,212,218,214,279,
134,217,189,247,244,156,208,224,214,264,
156,260,223,191,212,113,215,230,220,289,
138,249,213,250,232,106,127,209,249,230,
144,261,229,197,241,169,180,243,220,241,
112,256,223,218,231,103,152,180,155,209,
100,260,151,202,163,181,159,221,230,199,
150,189,226,228,225,200,174,193,214,189,
150,228,236,266,187,100,208,233,214,183,
153,205,229,272,194,169,193,214,236,240,
106,277,254,259,231,166,140,155,189,212,
112,261,254,272,242,128,193,199,196,190,
125,178,230,256,251,213,246,221,183,212,
159,196,261,281,182,122,146,255,161,234,
141,241,210,278,188,106,131,239,155,202,
150,227,226,278,266,116,230,199,221,246,
118,211,211,271,181,150,221,215,183,273,
109,214,251,259,253,213,184,252,246,218,
105,144,273,294,165,112,161,193,233,221,
147,236,248,331,254,225,224,151,239,224,
150,281,270,281,257,199,118,224,196,295,
131,274,183,244,181,222,234,208,234,240,
130,225,276,234,194,206,178,258,149,225,
96,245,217,231,238,203,171,233,221,233,
134,274,214,237,247,119,219,177,221,196,
109,231,248,235,251,212,175,180,236,189,
153,287,195,244,266,131,212,227,224,252,
112,279,283,253,260,178,184,236,177,234,
153,243,229,278,257,113,212,255,186,205,
112,276,164,281,300,206,249,211,186,227,
147,272,145,300,184,134,171,218,255,237,
159,278,157,313,268,109,165,233,252,216,
156,208,188,250,222,131,190,214,190,253,
81,262,267,263,194,128,190,211,246,241,
140,237,270,275,210,109,181,211,242,291,
106,299,270,300,276,87,196,231,240,275,
100,268,142,219,247,131,237,252,255,196,
134,345,242,269,238,138,150,183,208,186,
137,283,213,269,257,140,187,211,174,277,
96,320,265,291,300,100,178,196,252,269,
96,231,258,372,207,166,147,150,208,228,
118,272,258,378,262,144,110,175,265,166,
125,310,157,300,236,113,190,168,189,274,
96,256,151,244,252,190,129,220,180,281,
127,369,158,253,252,153,118,203,189,284,
137,259,139,243,262,156,256,177,195,240,
93,288,229,262,265,231,215,165,186,246,
135,309,273,259,240,128,150,186,214,241,
100,213,236,272,294,146,172,150,214,152,
121,253,164,262,185,172,206,86,205,245,
100,298,267,266,148,197,128,183,205,288,
169,309,245,278,222,156,128,236,223,222,
172,266,289,312,291,212,165,196,227,219,
