53,50,54,51,96,69,93,53,87,77,
62,45,57,61,76,83,62,57,75,83,
40,40,48,80,67,64,78,35,100,92,
43,47,45,105,70,61,81,67,97,92,
43,79,73,99,60,58,86,48,59,80,
56,53,60,99,67,71,86,78,84,86,
56,65,54,105,64,74,86,68,75,70,
28,65,44,112,95,86,51,68,78,93,
53,64,31,93,80,76,74,32,78,67,
43,20,66,121,92,89,55,64,90,86,
62,26,79,109,76,95,56,39,103,85,
43,69,75,76,67,84,74,60,87,96,
65,44,54,89,77,76,81,43,71,77,
62,58,76,93,99,74,74,74,87,77,
31,60,50,99,89,83,62,63,84,93,
71,86,70,83,83,78,76,42,99,77,
56,84,85,76,95,105,86,67,112,65,
53,44,60,90,92,95,79,55,84,86,
37,85,65,93,82,84,86,48,84,93,
47,62,54,61,82,84,76,81,118,105,
56,52,88,70,101,89,92,90,96,102,
50,56,70,84,98,102,107,56,109,93,
56,69,50,86,80,84,89,67,93,87,
56,78,60,64,86,86,98,73,78,105,
40,53,91,93,61,92,89,79,90,99,
47,93,82,102,60,72,89,37,113,102,
44,66,48,83,95,108,73,69,96,102,
56,61,76,83,104,99,58,83,93,90,
53,77,60,105,111,105,70,72,109,85,
53,52,70,67,107,77,98,58,90,102,
59,56,53,80,104,74,83,77,102,96,
40,49,64,71,107,64,76,59,81,85,
59,69,95,89,85,76,79,45,84,86,
37,52,73,92,114,80,86,36,81,77,
56,69,63,80,76,102,95,84,100,89,
53,67,73,84,83,92,92,77,112,77,
40,70,67,102,89,86,83,55,112,93,
52,58,76,90,83,74,82,69,112,86,
59,88,101,96,105,76,95,47,100,96,
62,91,101,67,83,96,73,69,118,102,
56,68,95,67,98,95,92,69,100,95,
47,74,101,79,108,99,50,54,91,90,
65,58,70,99,88,67,73,77,81,106,
46,61,82,68,95,73,68,57,86,94,
46,74,92,80,70,92,76,50,97,92,
68,53,79,74,107,98,71,73,78,130,
31,65,91,109,107,98,71,45,84,102,
43,62,113,89,111,73,84,87,87,102,
75,46,95,74,101,61,81,74,106,75,
62,44,70,93,92,95,75,70,109,111,
53,58,95,74,92,115,77,86,85,92,
44,68,83,90,98,117,92,70,90,92,
59,58,82,71,101,108,98,94,87,118,
40,46,65,74,92,83,84,84,75,89,
46,54,63,89,95,80,67,75,94,127,
59,93,82,102,95,89,64,45,96,108,
65,85,67,68,111,83,58,86,93,111,
78,83,73,83,101,80,70,67,93,84,
43,64,104,51,108,89,55,97,109,96,
56,71,94,92,70,80,48,83,112,102,
50,65,91,74,63,105,92,86,74,108,
62,60,73,96,89,80,70,83,103,108,
56,57,73,90,111,117,78,75,106,75,
53,93,92,65,79,105,73,83,106,96,
40,79,104,74,85,86,109,77,91,84,
40,71,94,90,85,73,98,84,81,103,
31,77,82,109,92,71,98,78,90,106,
56,97,98,92,95,120,78,87,103,89,
56,93,82,92,89,92,72,65,81,110,
53,75,92,80,89,108,89,76,110,108,
56,89,79,108,108,111,96,64,69,103,
43,101,85,83,101,95,77,68,109,119,
68,96,79,92,92,84,71,98,93,112,
62,95,66,68,85,70,92,78,100,93,
31,95,79,54,98,73,101,39,81,93,
53,91,64,86,108,86,61,65,91,102,
37,75,60,92,104,101,95,88,81,105,
28,66,88,102,110,67,109,94,74,117,
62,76,64,86,73,98,105,80,66,115,
72,81,79,86,89,95,90,78,78,122,
68,54,67,38,101,64,84,95,84,115,
47,45,94,99,73,111,100,80,84,118,
49,58,79,86,106,92,95,76,100,118,
37,39,99,86,99,89,87,78,100,111,
34,58,93,70,101,77,64,70,84,109,
75,71,111,83,99,76,92,66,93,83,
62,59,101,101,80,80,86,62,81,97,
68,73,108,89,92,98,76,84,75,99,
75,64,68,102,69,117,90,86,65,105,
44,46,87,66,64,83,106,85,75,111,
69,60,81,98,75,114,89,83,65,125,
65,46,93,79,101,111,72,79,81,133,
69,58,106,73,101,101,69,85,81,72,
59,82,74,118,76,64,111,48,72,99,
77,73,108,102,83,89,97,73,87,113,
50,96,93,94,108,111,92,51,84,90,
71,75,121,92,108,98,100,67,74,108,
56,52,79,74,126,111,98,84,90,68,
46,64,59,68,105,97,86,79,87,83,
71,46,70,105,92,108,77,98,68,100,
,,,,,,,,,,
,,,,,,,,,,
