86,68,69,65,41,57,28,70,40,72,
84,78,97,28,44,54,47,54,40,75,
75,75,94,37,50,84,53,41,40,69,
90,62,78,72,32,67,75,68,68,62,
78,65,75,50,63,86,65,95,72,69,
96,53,46,59,44,93,65,45,71,53,
95,72,81,56,41,88,46,63,56,75,
74,59,84,56,38,74,75,70,80,81,
84,69,81,59,66,67,53,47,70,60,
84,62,65,37,54,57,62,101,73,75,
88,60,62,59,82,54,62,66,58,81,
81,81,90,81,47,69,59,61,26,75,
59,94,90,49,72,112,69,63,77,75,
61,78,84,87,72,89,56,86,61,94,
68,40,113,65,97,47,56,49,98,66,
58,56,94,81,69,65,72,65,76,90,
68,78,97,53,78,80,71,45,86,75,
98,47,94,74,72,95,59,80,79,72,
59,78,122,84,79,103,100,75,83,81,
83,44,116,84,53,84,93,73,70,78,
73,44,113,65,76,47,84,77,80,72,
65,56,106,72,60,31,71,81,80,62,
56,53,88,56,82,95,53,50,83,84,
44,103,85,74,60,89,81,87,53,90,
89,87,84,46,63,98,75,79,78,84,
50,87,106,50,73,89,90,93,92,109,
78,69,110,62,69,102,59,76,73,97,
73,97,91,59,63,76,91,61,76,97,
63,62,106,44,57,82,65,70,64,100,
78,75,103,47,63,56,56,81,76,72,
65,75,103,71,51,102,94,61,70,40,
84,69,81,59,69,79,74,80,64,59,
53,62,91,49,79,81,97,85,67,87,
60,78,109,81,66,86,94,82,58,91,
70,41,116,65,9,88,84,51,48,59,
49,59,94,81,51,98,78,91,50,81,
73,85,106,115,47,80,65,52,65,53,
87,78,101,131,79,86,78,74,83,59,
63,65,109,118,57,62,75,63,98,84,
80,94,84,130,63,56,87,67,55,53,
83,91,87,125,69,96,71,26,89,59,
73,68,122,137,69,75,100,81,79,72,
85,88,101,128,63,58,84,74,101,84,
94,94,92,131,69,78,74,49,74,62,
83,69,98,137,60,77,81,77,67,78,
69,72,88,134,66,79,87,85,70,91,
61,75,106,140,66,68,71,68,51,75,
71,65,87,121,91,75,87,86,83,50,
89,78,110,135,66,93,78,71,73,84,
114,81,90,110,75,72,59,88,49,81,
,,,,,,,,,,
,,,,,,,,,,
