62,49,54,91,43,103,90,78,94,112,
71,46,51,75,67,47,106,109,104,106,
71,52,63,74,55,28,100,90,90,149,
68,62,69,102,53,125,93,87,84,143,
59,62,85,127,64,69,109,90,85,140,
78,55,51,83,56,59,93,62,119,140,
68,61,63,93,47,113,90,87,121,100,
96,46,31,115,69,69,78,87,123,84,
78,46,70,118,50,66,108,90,97,103,
84,40,85,118,59,69,97,106,85,118,
78,36,85,112,59,101,112,115,94,90,
62,43,60,85,51,56,87,112,91,121,
90,49,63,97,71,37,102,68,118,78,
81,49,76,99,83,103,103,100,125,84,
74,55,51,99,65,72,108,103,103,137,
74,43,79,99,56,84,100,90,85,74,
71,62,76,124,63,107,118,75,65,108,
87,52,67,105,83,75,96,128,113,124,
99,87,66,72,71,126,108,90,78,131,
68,56,70,81,76,35,93,103,83,134,
78,77,63,105,86,116,81,109,83,83,
93,77,61,85,70,63,115,75,117,99,
53,46,82,100,60,66,93,93,89,111,
106,65,66,96,76,125,84,47,119,137,
106,68,56,97,59,131,97,87,87,127,
65,78,76,102,59,84,105,106,99,143,
99,46,70,94,40,78,121,87,113,102,
71,77,63,127,66,81,108,81,126,115,
93,68,67,114,63,94,121,75,97,118,
65,65,60,96,88,101,121,68,106,118,
81,77,76,111,63,66,115,90,115,84,
78,65,70,83,53,72,131,93,99,109,
97,74,37,121,65,116,112,93,112,149,
81,30,58,89,68,69,103,81,64,140,
97,52,83,93,75,78,91,87,110,121,
90,52,67,80,100,107,90,87,94,146,
87,55,85,124,103,75,115,71,119,131,
81,39,54,121,91,81,99,96,139,71,
74,43,60,87,94,59,109,128,108,99,
106,46,62,127,88,75,96,103,124,121,
90,58,73,133,79,141,84,111,109,105,
84,39,49,133,75,113,87,129,135,87,
94,77,63,105,59,125,119,139,95,134,
56,53,54,130,56,53,94,89,88,84,
62,89,64,108,75,63,118,128,69,149,
72,61,49,96,81,88,111,81,111,124,
81,64,64,87,63,91,99,106,105,121,
72,79,67,114,72,82,115,96,97,96,
94,67,62,101,56,53,100,90,73,121,
87,77,71,114,72,75,93,87,98,136,
87,51,57,93,78,72,102,130,95,159,
65,42,82,118,59,85,100,105,54,115,
74,49,70,89,100,69,118,111,103,117,
62,58,44,130,72,55,96,126,96,149,
99,26,56,105,72,102,113,111,83,118,
87,63,73,88,46,143,66,95,101,109,
103,64,62,102,84,92,96,151,105,137,
97,70,65,75,72,89,102,114,111,143,
100,67,59,87,78,80,90,108,91,118,
109,45,75,139,94,121,118,147,120,119,
97,64,81,103,56,89,99,93,87,131,
115,79,82,103,63,74,122,93,82,128,
84,65,64,105,81,86,121,102,100,125,
109,74,68,78,56,105,109,106,129,147,
106,39,85,127,103,79,118,112,81,112,
90,73,72,120,78,105,112,115,71,137,
75,101,72,81,87,105,124,131,83,137,
90,86,53,99,78,89,121,78,115,150,
62,70,71,121,72,114,94,87,103,132,
78,64,68,68,65,86,105,142,137,150,
90,61,85,109,59,99,100,108,99,153,
119,61,92,97,53,76,103,120,130,140,
103,108,73,112,44,54,106,108,117,125,
94,89,76,114,100,149,100,123,130,112,
84,58,74,88,59,98,118,152,113,128,
97,95,83,106,66,70,124,117,112,106,
75,73,85,72,84,83,115,111,104,113,
84,80,68,106,62,114,131,108,101,128,
94,105,76,91,47,89,115,102,97,105,
106,42,64,87,68,61,115,108,112,102,
81,45,83,95,56,92,124,95,119,124,
52,73,57,120,71,108,146,120,130,134,
96,64,70,109,59,111,130,139,95,134,
93,92,81,119,62,124,97,123,124,96,
97,79,73,109,49,108,134,92,82,97,
93,92,95,109,68,105,121,105,110,106,
99,92,56,117,68,112,112,111,121,121,
87,95,68,128,62,77,75,139,122,131,
90,104,91,143,87,118,96,111,135,99,
84,76,74,88,74,86,96,108,109,109,
94,42,71,128,46,83,97,80,117,118,
103,76,69,91,46,93,102,83,97,87,
97,70,76,118,77,117,114,133,131,106,
78,80,89,122,68,127,89,89,143,99,
68,46,79,75,81,124,118,92,114,115,
71,92,75,91,93,117,106,114,137,119,
90,79,76,109,96,92,91,108,132,102,
65,65,53,75,96,80,108,98,109,143,
99,76,71,115,68,67,100,102,100,137,
93,71,76,121,80,111,115,142,127,99,
100,89,70,119,109,130,130,142,131,136,
87,104,84,100,96,130,115,109,86,121,
78,95,72,63,55,114,118,139,124,130,
112,90,65,130,81,84,137,118,80,147,
103,23,72,87,72,152,96,103,132,124,
97,52,63,56,77,89,108,129,119,131,
94,43,65,113,63,105,99,142,125,121,
81,82,92,97,84,79,90,120,121,116,
52,83,56,80,93,101,115,109,113,90,
71,80,54,133,87,105,100,125,133,121,
56,30,76,118,87,133,130,80,127,137,
74,79,63,109,62,117,106,103,117,146,
83,76,62,144,50,98,130,112,122,81,
78,83,88,149,87,127,133,131,120,125,
103,89,88,97,52,124,159,134,125,108,
81,86,81,88,62,130,102,87,128,99,
68,76,73,128,68,73,99,131,96,109,
68,65,70,106,81,127,109,112,119,99,
75,86,74,121,71,108,87,115,89,109,
71,68,66,52,71,96,147,92,118,122,
81,90,62,49,96,92,112,133,105,115,
84,98,59,140,72,97,124,105,96,118,
80,102,56,116,93,130,105,127,81,111,
91,55,54,71,96,127,105,125,92,128,
93,77,46,66,50,64,118,136,104,121,
109,92,64,47,53,120,134,96,93,112,
103,57,70,37,65,111,130,111,86,90,
90,83,73,122,69,113,108,117,108,130,
84,83,57,54,66,94,118,109,85,124,
96,105,72,47,49,124,130,123,77,109,
94,76,84,50,67,133,124,114,97,109,
72,82,66,107,59,114,127,136,75,121,
84,61,53,135,71,70,84,130,115,134,
94,73,62,59,57,83,112,130,105,109,
91,77,68,69,64,114,150,114,94,127,
94,85,67,56,56,72,116,115,136,109,
106,73,54,51,51,72,113,99,116,97,
94,113,78,90,67,98,93,125,93,106,
75,92,85,77,35,133,105,112,130,118,
71,111,50,59,59,111,150,124,138,96,
90,95,81,81,44,118,127,119,84,133,
102,64,65,62,59,125,113,109,68,121,
97,40,79,63,65,119,118,139,67,118,
71,74,68,75,56,133,135,96,121,140,
103,37,85,44,53,146,119,93,69,115,
90,61,71,87,56,127,91,115,123,147,
96,55,59,71,54,102,94,106,101,109,
106,70,98,80,48,116,91,121,95,144,
106,65,48,118,40,136,131,134,73,130,
109,62,81,78,65,124,118,103,105,146,
97,73,78,66,65,136,97,38,75,125,
74,54,65,96,49,57,72,69,79,156,
43,55,95,96,34,95,88,63,117,147,
62,77,79,115,41,73,96,112,110,84,
65,86,49,94,51,66,59,69,111,103,
87,83,41,79,69,100,94,78,101,78,
78,67,85,99,63,124,109,53,121,112,
72,80,56,81,71,63,94,81,131,84,
78,43,76,96,52,119,91,75,117,97,
78,59,69,88,59,58,97,69,113,84,
84,77,66,97,74,64,131,84,95,144,
71,74,72,88,50,70,97,117,108,125,
90,77,50,97,46,113,81,87,125,115,
75,42,82,87,83,76,96,103,89,119,
87,61,22,90,67,56,78,75,94,125,
87,71,78,59,57,125,82,62,57,165,
99,61,56,75,68,45,96,69,65,99,
81,39,84,94,40,70,28,62,67,131,
56,64,86,96,68,73,53,103,119,128,
68,102,43,53,49,79,25,109,92,106,
72,77,95,33,78,72,34,103,136,118,
90,77,65,102,56,51,47,94,123,112,
81,80,75,65,74,107,47,81,75,68,
84,77,38,88,65,66,93,88,65,90,
84,74,47,84,82,83,53,78,89,121,
87,77,41,63,62,76,56,90,109,103,
87,58,49,81,59,76,56,103,75,106,
84,77,34,75,56,73,65,87,108,137,
75,61,32,88,61,73,31,100,91,93,
72,67,49,60,71,66,22,103,96,124,
56,74,37,59,76,91,66,91,137,118,
68,71,45,41,59,106,40,109,100,112,
93,74,26,47,66,78,30,103,106,121,
80,61,13,88,62,87,39,109,130,128,
87,52,45,59,46,72,86,109,116,93,
87,83,26,80,62,116,55,115,90,109,
59,80,31,108,65,83,15,103,71,106,
56,55,50,121,49,86,56,87,57,99,
87,70,40,121,72,106,59,62,108,128,
65,74,54,59,78,76,42,87,88,96,
65,80,60,87,77,115,36,94,102,137,
81,71,54,105,65,58,37,85,77,102,
56,71,24,69,84,100,66,62,55,134,
68,59,12,69,72,91,83,100,75,125,
68,65,37,68,74,106,91,103,84,90,
71,52,42,78,95,100,61,84,74,118,
59,77,40,75,71,103,52,81,76,37,
56,47,46,72,62,119,74,97,53,116,
68,55,26,82,66,78,65,90,93,134,
74,80,45,62,80,97,45,81,128,125,
,,,,,,,,,,
,,,,,,,,,,
